track_id,race_date,race_number,country,conditions_of_race,status,race_type,age_restriction,sex_restriction,stakes_indicator,distance_id,distance_unit,surface,course_type,purse_usa,wps_pool,post_time,track_condition,weather,breed_type,minimum_claim_price,maximum_claim_price,number_of_runners,mon_yr,track_type,track_name,state,active_indicator,handle,num_start,attendance_day,handle_day
CRC,14-Nov-04,3,USA,,C,MCL,34,,N,700,F,D,D,7500,81367,117,FT,L,TB,12500,12500,7,Jan-60,T,CALDER RACE COURSE,FL,Y,284688,7,4429,407716
CD,14-Nov-04,3,USA,NW2     L,C,CLM,3U,B,N,850,F,D,D,17000,182356,138,FT,C,TB,10000,10000,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,591240,12,6615,914920
CRC,14-Nov-04,4,USA,NW2       X,C,AOC,3U,,N,900,F,T,T,26000,127279,144,GD,L,TB,22500,25000,12,Jan-60,T,CALDER RACE COURSE,FL,Y,341111,14,4429,407716
CD,14-Nov-04,4,USA,,C,MSW,2,,N,500,F,D,D,47000,230169,207,FT,C,TB,0,0,11,Jan-60,T,CHURCHILL DOWNS,KY,Y,738893,15,6615,914920
CRC,14-Nov-04,5,USA,NW1       X,C,AOC,3U,B,N,850,F,D,D,24000,79739,211,FT,O,TB,14000,16000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,248785,7,4429,407716
CD,14-Nov-04,5,USA,NW1       X,C,ALW,3U,B,N,900,F,T,T,50600,267753,237,FM,C,TB,0,0,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,791663,16,6615,914920
CRC,14-Nov-04,6,USA,,C,MCL,2,,N,500,F,D,D,17000,62515,238,FT,O,TB,30000,32000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,196867,7,4429,407716
CRC,14-Nov-04,7,USA,,C,CLM,2,,N,600,F,D,D,17000,78393,304,SY,O,TB,22500,25000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,246366,8,4429,407716
CD,14-Nov-04,6,USA,NW2     L,C,CLM,3U,,N,900,F,D,D,17000,212411,306,FT,C,TB,10000,10000,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,709970,16,6615,914920
CRC,14-Nov-04,8,USA,NW1       X,C,AOC,3U,,N,850,F,D,D,24000,77080,331,SY,O,TB,14000,16000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,222879,7,4429,407716
CD,14-Nov-04,7,USA,,C,STK,3U,,Y,500,F,T,T,70800,267831,337,FM,C,TB,0,0,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,765121,14,6615,914920
CRC,14-Nov-04,9,USA,,C,MCL,2,F,N,500,F,D,D,17000,91625,359,SY,O,TB,30000,32000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,251839,7,4429,407716
CD,14-Nov-04,8,USA,NW3$      X,C,AOC,3U,B,N,650,F,D,D,59200,279623,408,FT,C,TB,80000,80000,10,Jan-60,T,CHURCHILL DOWNS,KY,Y,766350,13,6615,914920
CRC,14-Nov-04,10,USA,C,C,CLM,3U,,N,600,F,D,D,10000,117128,425,SY,O,TB,9000,10000,9,Jan-60,T,CALDER RACE COURSE,FL,Y,354564,10,4429,407716
CD,14-Nov-04,9,USA,,C,STK,3,,Y,850,F,T,T,150000,368733,439,FM,C,TB,0,0,10,Jan-60,T,CHURCHILL DOWNS,KY,Y,1004602,11,6615,914920
CRC,14-Nov-04,11,USA,,C,MCL,2,,N,850,F,D,D,7500,125473,452,SY,O,TB,12500,12500,9,Jan-60,T,CALDER RACE COURSE,FL,Y,425818,10,4429,407716
CD,14-Nov-04,10,USA,,C,MSW,2,F,N,650,F,D,D,47000,292412,507,FT,C,TB,0,0,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,1123015,16,6615,914920
CRC,15-Nov-04,1,USA,,C,CLM,2,F,N,600,F,D,D,17000,41896,1225,FT,C,TB,22500,25000,6,Jan-60,T,CALDER RACE COURSE,FL,Y,121025,6,3051,304785
CRC,15-Nov-04,2,USA,,C,MSW,2,F,N,850,F,D,D,23000,68092,1252,FT,C,TB,0,0,10,Jan-60,T,CALDER RACE COURSE,FL,Y,237042,14,3051,304785
CRC,15-Nov-04,3,USA,NW2     L,C,ALW,3U,,N,700,F,D,D,24000,83223,119,FT,C,TB,0,0,6,Jan-60,T,CALDER RACE COURSE,FL,Y,249162,6,3051,304785
CRC,15-Nov-04,4,USA,,C,MCL,2,,N,500,F,D,D,7500,113485,147,FT,C,TB,12500,12500,7,Jan-60,T,CALDER RACE COURSE,FL,Y,382117,7,3051,304785
CRC,15-Nov-04,5,USA,NW2     L,C,ALW,3U,B,N,850,F,D,D,24000,117269,216,FT,C,TB,0,0,9,Jan-60,T,CALDER RACE COURSE,FL,Y,373139,14,3051,304785
CRC,15-Nov-04,6,USA,,C,MSW,34,,N,550,F,D,D,23000,115829,244,FT,C,TB,0,0,7,Jan-60,T,CALDER RACE COURSE,FL,Y,376182,8,3051,304785
CRC,15-Nov-04,7,USA,C,C,CLM,3U,,N,550,F,D,D,17000,104622,311,FT,C,TB,22500,25000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,361482,7,3051,304785
CRC,15-Nov-04,8,USA,,C,CLM,3U,,N,850,F,D,D,7500,90562,339,FT,C,TB,6250,6250,10,Jan-60,T,CALDER RACE COURSE,FL,Y,314388,10,3051,304785
CRC,15-Nov-04,9,USA,NW2     L,C,CLM,3U,,N,850,F,D,D,17000,67972,408,FT,C,TB,22500,25000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,227382,7,3051,304785
CRC,15-Nov-04,10,USA,,C,MSW,2,,N,800,F,D,D,23000,91779,435,FT,C,TB,0,0,7,Jan-60,T,CALDER RACE COURSE,FL,Y,412299,8,3051,304785
CD,17-Nov-04,1,USA,NW3     L,C,CLM,3U,B,N,600,F,D,D,16500,98649,1241,FT,L,TB,10000,10000,9,Jan-60,T,CHURCHILL DOWNS,KY,Y,308466,9,4617,545701
CD,17-Nov-04,2,USA,,C,MCL,3U,B,N,600,F,D,D,20000,127578,113,FT,L,TB,25000,30000,8,Jan-60,T,CHURCHILL DOWNS,KY,Y,436420,10,4617,545701
CD,17-Nov-04,3,USA,NW3     L,C,CLM,3U,B,N,600,F,D,D,16500,123865,138,FT,L,TB,10000,10000,8,Jan-60,T,CHURCHILL DOWNS,KY,Y,413888,9,4617,545701
CD,17-Nov-04,4,USA,,C,CLM,3U,,N,900,F,T,T,43000,197017,207,FM,L,TB,45000,50000,10,Jan-60,T,CHURCHILL DOWNS,KY,Y,663288,10,4617,545701
CD,17-Nov-04,5,USA,,C,MCL,3U,B,N,600,F,D,D,20000,171012,236,FT,L,TB,25000,30000,9,Jan-60,T,CHURCHILL DOWNS,KY,Y,532797,10,4617,545701
CD,17-Nov-04,6,USA,NW3     L,C,CLM,3U,,N,850,F,D,D,20500,222487,308,FT,L,TB,17500,20000,11,Jan-60,T,CHURCHILL DOWNS,KY,Y,776495,13,4617,545701
CD,17-Nov-04,7,USA,,C,MSW,2,,N,800,F,T,T,48200,179475,336,FM,L,TB,0,0,10,Jan-60,T,CHURCHILL DOWNS,KY,Y,544160,14,4617,545701
CD,17-Nov-04,8,USA,NW2     L,C,ALW,3U,,N,650,F,D,D,49400,275545,409,FT,L,TB,0,0,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,827217,16,4617,545701
CD,17-Nov-04,9,USA,NW2       X,C,ALW,3U,B,N,850,F,T,T,54900,211735,439,FM,L,TB,0,0,10,Jan-60,T,CHURCHILL DOWNS,KY,Y,643839,13,4617,545701
CD,17-Nov-04,10,USA,,C,MSW,2,F,N,550,F,D,D,47000,250847,507,FT,L,TB,0,0,11,Jan-60,T,CHURCHILL DOWNS,KY,Y,902700,11,4617,545701
CRC,18-Nov-04,1,USA,,C,MCL,34,F,N,600,F,D,D,15000,39496,1225,FT,C,TB,22500,25000,5,Jan-60,T,CALDER RACE COURSE,FL,Y,89233,6,3225,211810
CD,18-Nov-04,1,USA,,C,CLM,2,,N,650,F,D,D,22500,100066,1242,FT,L,TB,17500,20000,8,Jan-60,T,CHURCHILL DOWNS,KY,Y,295609,8,4800,524810
CRC,18-Nov-04,2,USA,NW3     L,C,ALW,3U,B,N,850,F,T,T,26000,81679,1252,FM,C,TB,0,0,8,Jan-60,T,CALDER RACE COURSE,FL,Y,263289,11,3225,211810
CD,18-Nov-04,2,USA,,C,STR,3U,B,N,800,F,D,D,22000,99827,109,FT,L,TB,0,10000,7,Jan-60,T,CHURCHILL DOWNS,KY,Y,333443,7,4800,524810
CRC,18-Nov-04,3,USA,,C,MCL,2,,N,700,F,D,D,12000,81487,119,FT,C,TB,18000,20000,6,Jan-60,T,CALDER RACE COURSE,FL,Y,277653,7,3225,211810
CD,18-Nov-04,3,USA,,C,MCL,3U,,N,850,F,D,D,20500,151320,138,FT,L,TB,25000,30000,9,Jan-60,T,CHURCHILL DOWNS,KY,Y,496047,9,4800,524810
CRC,18-Nov-04,4,USA,C,C,CLM,3U,B,N,850,F,D,D,10000,71545,147,FT,C,TB,9000,10000,6,Jan-60,T,CALDER RACE COURSE,FL,Y,221878,6,3225,211810
CD,18-Nov-04,4,USA,,C,CLM,2,,N,650,F,D,D,22500,146994,207,FT,L,TB,17500,20000,8,Jan-60,T,CHURCHILL DOWNS,KY,Y,544776,8,4800,524810
CRC,18-Nov-04,5,USA,NW1       X,C,ALW,3,F,N,850,F,T,T,24000,122561,216,FM,C,TB,0,0,8,Jan-60,T,CALDER RACE COURSE,FL,Y,397924,14,3225,211810
CD,18-Nov-04,5,USA,,C,STR,3U,,N,700,F,D,D,17500,174018,236,FT,L,TB,0,5000,8,Jan-60,T,CHURCHILL DOWNS,KY,Y,583838,9,4800,524810
CRC,18-Nov-04,6,USA,,C,MCL,34,,N,550,F,D,D,7500,83963,244,FT,C,TB,12500,12500,9,Jan-60,T,CALDER RACE COURSE,FL,Y,299391,9,3225,211810
CD,18-Nov-04,6,USA,,C,MCL,2,,N,850,F,D,D,20500,179088,307,FT,L,TB,25000,30000,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,632086,16,4800,524810
CRC,18-Nov-04,7,USA,,C,CLM,3U,,N,500,F,D,D,7000,71092,311,FT,C,TB,5000,5000,5,Jan-60,T,CALDER RACE COURSE,FL,Y,155870,9,3225,211810
CD,18-Nov-04,7,USA,NW3     L,C,CLM,3U,,N,650,F,D,D,23000,173867,336,FT,L,TB,25000,30000,9,Jan-60,T,CHURCHILL DOWNS,KY,Y,516915,10,4800,524810
CRC,18-Nov-04,8,USA,,C,CLM,3U,,N,800,F,D,D,10000,35953,339,FT,C,TB,9000,10000,4,Jan-60,T,CALDER RACE COURSE,FL,Y,70118,6,3225,211810
CRC,18-Nov-04,9,USA,,C,MCL,34,F,N,800,F,D,D,7500,65974,407,FT,C,TB,12500,12500,9,Jan-60,T,CALDER RACE COURSE,FL,Y,253969,9,3225,211810
CD,18-Nov-04,8,USA,,C,CLM,3U,B,N,850,F,T,T,43000,187421,409,FM,L,TB,45000,50000,10,Jan-60,T,CHURCHILL DOWNS,KY,Y,550208,11,4800,524810
CD,18-Nov-04,9,USA,NW2       X,C,ALW,3U,B,N,850,F,D,D,54900,173604,439,FT,L,TB,0,0,6,Jan-60,T,CHURCHILL DOWNS,KY,Y,466549,6,4800,524810
CD,18-Nov-04,10,USA,,C,MSW,2,F,N,800,F,T,T,48200,199019,508,FM,L,TB,0,0,10,Jan-60,T,CHURCHILL DOWNS,KY,Y,812423,14,4800,524810
CRC,19-Nov-04,1,USA,NW1       X,C,ALW,3U,B,N,850,F,T,T,24000,67356,1227,FM,C,TB,0,0,8,Jan-60,T,CALDER RACE COURSE,FL,Y,189176,14,3207,294834
CD,19-Nov-04,1,USA,,C,STR,3U,B,N,700,F,D,D,17500,104237,1241,SY,O,TB,0,5000,7,Jan-60,T,CHURCHILL DOWNS,KY,Y,287413,8,6107,694526
CRC,19-Nov-04,2,USA,NW2     L,C,CLM,3U,B,N,650,F,D,D,8000,67414,1252,FT,C,TB,9000,10000,8,Jan-60,T,CALDER RACE COURSE,FL,Y,253749,10,3207,294834
CD,19-Nov-04,2,USA,NW3     L,C,CLM,3U,,N,600,F,D,D,16500,172718,109,SY,O,TB,10000,10000,11,Jan-60,T,CHURCHILL DOWNS,KY,Y,572443,12,6107,694526
CRC,19-Nov-04,3,USA,C,C,CLM,3U,B,N,550,F,D,D,13000,89117,119,FT,C,TB,14000,16000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,301536,7,3207,294834
CD,19-Nov-04,3,USA,,C,MCL,2,F,N,850,F,D,D,20500,181575,138,SY,O,TB,25000,30000,11,Jan-60,T,CHURCHILL DOWNS,KY,Y,582706,11,6107,694526
CRC,19-Nov-04,4,USA,,C,MSW,34,F,N,850,F,T,T,23000,102362,148,FM,C,TB,0,0,8,Jan-60,T,CALDER RACE COURSE,FL,Y,322951,14,3207,294834
CD,19-Nov-04,4,USA,,C,CLM,3U,B,N,700,F,D,D,16500,199621,207,SY,O,TB,7000,8000,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,658363,13,6107,694526
CRC,19-Nov-04,5,USA,NW2     L,C,CLM,2,F,N,550,F,D,D,10000,124287,216,FT,C,TB,12500,12500,9,Jan-60,T,CALDER RACE COURSE,FL,Y,379050,9,3207,294834
CD,19-Nov-04,5,USA,NW3     L,C,CLM,3U,,N,600,F,D,D,16500,236229,236,SY,O,TB,10000,10000,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,709207,12,6107,694526
CRC,19-Nov-04,6,USA,,C,CLM,3U,B,N,500,F,D,D,10000,94253,243,FT,C,TB,9000,10000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,304633,7,3207,294834
CD,19-Nov-04,6,USA,,C,CLM,2,F,N,650,F,D,D,22500,216149,306,SY,O,TB,17500,20000,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,729952,16,6107,694526
CRC,19-Nov-04,7,USA,NW2     L,C,CLM,2,,N,700,F,D,D,10000,109451,312,FT,C,TB,12500,12500,10,Jan-60,T,CALDER RACE COURSE,FL,Y,331166,11,3207,294834
CD,19-Nov-04,7,USA,,C,MSW,3U,B,N,850,F,D,D,48200,145128,335,SY,O,TB,0,0,8,Jan-60,T,CHURCHILL DOWNS,KY,Y,397653,14,6107,694526
CRC,19-Nov-04,8,USA,NW2       X,C,AOC,3U,,N,650,F,D,D,26000,123231,340,FT,C,TB,22500,25000,9,Jan-60,T,CALDER RACE COURSE,FL,Y,351475,10,3207,294834
CRC,19-Nov-04,9,USA,NW3       X,C,AOC,3U,,N,850,F,D,D,28000,91263,407,FT,C,TB,35000,40000,9,Jan-60,T,CALDER RACE COURSE,FL,Y,265327,10,3207,294834
CD,19-Nov-04,8,USA,NW2       X,C,ALW,3U,,N,850,F,D,D,54900,190955,408,SY,O,TB,0,0,6,Jan-60,T,CHURCHILL DOWNS,KY,Y,469307,6,6107,694526
CRC,19-Nov-04,10,USA,,C,MCL,2,F,N,550,F,D,D,12000,114335,436,FT,C,TB,18000,20000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,402773,10,3207,294834
CD,19-Nov-04,9,USA,NW1       X,C,ALW,2,,N,800,F,D,D,50600,243441,439,SY,O,TB,0,0,7,Jan-60,T,CHURCHILL DOWNS,KY,Y,620666,11,6107,694526
CD,19-Nov-04,10,USA,,C,STR,3U,,N,800,F,D,D,22000,240522,507,SY,O,TB,0,10000,9,Jan-60,T,CHURCHILL DOWNS,KY,Y,869066,12,6107,694526
CRC,20-Nov-04,1,USA,NW1       X,C,ALW,2,,N,650,F,D,D,24000,239617,1225,FT,C,TB,0,0,6,Jan-60,T,CALDER RACE COURSE,FL,Y,400097,6,6048,629036
CD,20-Nov-04,1,USA,,C,MSW,3U,,N,650,F,D,D,47000,163601,1241,GD,L,TB,0,0,8,Jan-60,T,CHURCHILL DOWNS,KY,Y,444345,9,8826,950241
CRC,20-Nov-04,2,USA,C,C,CLM,3U,,N,500,F,D,D,10000,79121,1251,FT,C,TB,9000,10000,9,Jan-60,T,CALDER RACE COURSE,FL,Y,301657,9,6048,629036
CD,20-Nov-04,2,USA,NW2     L,C,CLM,3U,,N,600,F,D,D,23000,208856,109,GD,L,TB,25000,30000,10,Jan-60,T,CHURCHILL DOWNS,KY,Y,717658,11,8826,950241
CRC,20-Nov-04,3,USA,,C,MSW,2,F,N,800,F,D,D,23000,131746,119,FT,C,TB,0,0,8,Jan-60,T,CALDER RACE COURSE,FL,Y,410129,8,6048,629036
CD,20-Nov-04,3,USA,,C,MCL,2,F,N,600,F,D,D,24000,237730,138,GD,L,TB,45000,50000,10,Jan-60,T,CHURCHILL DOWNS,KY,Y,753347,11,8826,950241
CRC,20-Nov-04,4,USA,,C,STK,3U,B,Y,900,F,T,T,40000,225884,147,FM,C,TB,0,0,11,Jan-60,T,CALDER RACE COURSE,FL,Y,625763,15,6048,629036
CD,20-Nov-04,4,USA,,C,CLM,3U,B,N,650,F,D,D,24000,252909,208,GD,L,TB,12500,15000,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,841135,12,8826,950241
CRC,20-Nov-04,5,USA,NW2     L,C,ALW,3U,,N,850,F,D,D,24000,102323,212,FT,C,TB,0,0,6,Jan-60,T,CALDER RACE COURSE,FL,Y,305117,7,6048,629036
CD,20-Nov-04,5,USA,,C,MSW,3U,,N,850,F,D,D,48200,263411,236,GD,L,TB,0,0,11,Jan-60,T,CHURCHILL DOWNS,KY,Y,788474,18,8826,950241
CRC,20-Nov-04,6,USA,,C,MSW,34,,N,700,F,D,D,23000,83051,237,FT,C,TB,0,0,7,Jan-60,T,CALDER RACE COURSE,FL,Y,264751,8,6048,629036
CRC,20-Nov-04,7,USA,NW1       X,C,ALW,3U,,N,650,F,D,D,24000,107413,305,FT,C,TB,0,0,7,Jan-60,T,CALDER RACE COURSE,FL,Y,333191,7,6048,629036
CD,20-Nov-04,6,USA,,C,CLM,3U,,N,850,F,D,D,20000,236145,306,GD,L,TB,9000,10000,11,Jan-60,T,CHURCHILL DOWNS,KY,Y,782877,14,8826,950241
CRC,20-Nov-04,8,USA,NW1       X,C,ALW,3,,N,850,F,T,T,24000,169831,332,FM,C,TB,0,0,12,Jan-60,T,CALDER RACE COURSE,FL,Y,492833,14,6048,629036
CD,20-Nov-04,7,USA,,C,STK,2,F,Y,850,F,T,T,70800,269880,336,YL,L,TB,0,0,7,Jan-60,T,CHURCHILL DOWNS,KY,Y,738745,9,8826,950241
CRC,20-Nov-04,9,USA,NW2     L,C,CLM,3U,,N,850,F,D,D,8000,103766,358,FT,C,TB,9000,10000,11,Jan-60,T,CALDER RACE COURSE,FL,Y,310040,11,6048,629036
CD,20-Nov-04,8,USA,NW1       X,C,ALW,3U,,N,800,F,D,D,50600,400250,408,GD,L,TB,0,0,11,Jan-60,T,CHURCHILL DOWNS,KY,Y,1087703,12,8826,950241
CRC,20-Nov-04,10,USA,NW2       X,C,AOC,3U,B,N,600,F,D,D,26000,135522,425,FT,C,TB,22500,25000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,409826,8,6048,629036
CD,20-Nov-04,9,USA,,C,STK,3U,B,Y,900,F,T,T,150000,509169,439,YL,L,TB,0,0,11,Jan-60,T,CHURCHILL DOWNS,KY,Y,1325150,13,8826,950241
CRC,20-Nov-04,11,USA,C,C,CLM,3U,,N,700,F,D,D,13000,205045,452,FT,C,TB,14000,16000,9,Jan-60,T,CALDER RACE COURSE,FL,Y,572424,9,6048,629036
CD,20-Nov-04,10,USA,,C,MSW,2,F,N,600,F,D,D,47000,307167,507,GD,L,TB,0,0,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,1170747,14,8826,950241
CRC,20-Nov-04,12,USA,,C,MCL,2,,N,600,F,D,D,15000,175464,519,FT,C,TB,22500,25000,9,Jan-60,T,CALDER RACE COURSE,FL,Y,619838,9,6048,629036
CRC,21-Nov-04,1,USA,,C,MCL,2,F,N,800,F,D,D,7500,42277,1225,FT,C,TB,12500,12500,7,Jan-60,T,CALDER RACE COURSE,FL,Y,121256,7,5808,416185
CD,21-Nov-04,1,USA,,C,MSW,3U,B,N,650,F,D,D,47000,138910,1241,GD,L,TB,0,0,9,Jan-60,T,CHURCHILL DOWNS,KY,Y,379777,9,8197,789079
CRC,21-Nov-04,2,USA,,C,MSW,34,,N,850,F,T,T,23000,102395,1252,FM,C,TB,0,0,12,Jan-60,T,CALDER RACE COURSE,FL,Y,319684,14,5808,416185
CD,21-Nov-04,2,USA,,C,CLM,3U,B,N,600,F,D,D,33000,141624,109,GD,L,TB,25000,30000,8,Jan-60,T,CHURCHILL DOWNS,KY,Y,500188,8,8197,789079
CRC,21-Nov-04,3,USA,,C,MCL,34,,N,850,F,D,D,7500,81524,117,FT,C,TB,12500,12500,7,Jan-60,T,CALDER RACE COURSE,FL,Y,260660,7,5808,416185
CD,21-Nov-04,3,USA,,C,CLM,3U,,N,800,F,D,D,29500,191546,138,GD,L,TB,17500,20000,10,Jan-60,T,CHURCHILL DOWNS,KY,Y,634353,10,8197,789079
CRC,21-Nov-04,4,USA,,C,CLM,3U,,N,650,F,D,D,8000,65397,143,FT,C,TB,7000,8000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,209943,8,5808,416185
CD,21-Nov-04,4,USA,NW1$    3MX,C,ALW,3U,B,N,500,F,D,D,67100,216119,206,GD,L,TB,0,0,10,Jan-60,T,CHURCHILL DOWNS,KY,Y,665939,14,8197,789079
CRC,21-Nov-04,5,USA,NW3       X,C,AOC,3U,,N,850,F,T,T,28000,126035,210,FM,C,TB,35000,40000,12,Jan-60,T,CALDER RACE COURSE,FL,Y,359272,13,5808,416185
CD,21-Nov-04,5,USA,,C,MCL,2,,N,700,F,D,D,16000,206588,236,GD,L,TB,15000,15000,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,627235,16,8197,789079
CRC,21-Nov-04,6,USA,,C,MSW,34,F,N,700,F,D,D,23000,65100,237,FT,C,TB,0,0,7,Jan-60,T,CALDER RACE COURSE,FL,Y,199923,7,5808,416185
CRC,21-Nov-04,7,USA,NW3     L,C,ALW,3U,B,N,850,F,D,D,26000,80410,305,FT,C,TB,0,0,6,Jan-60,T,CALDER RACE COURSE,FL,Y,242078,6,5808,416185
CD,21-Nov-04,6,USA,,C,CLM,3U,,N,700,F,D,D,16500,217390,307,GD,L,TB,7000,8000,11,Jan-60,T,CHURCHILL DOWNS,KY,Y,735640,16,8197,789079
CRC,21-Nov-04,8,USA,,C,MCL,2,F,N,600,F,D,D,18000,92987,332,FT,C,TB,35000,40000,8,Jan-60,T,CALDER RACE COURSE,FL,Y,269045,8,5808,416185
CD,21-Nov-04,7,USA,,C,STK,2,,Y,850,F,T,T,70800,206223,336,YL,L,TB,0,0,8,Jan-60,T,CHURCHILL DOWNS,KY,Y,622676,9,8197,789079
CRC,21-Nov-04,9,USA,NW1       X,C,AOC,3U,,N,650,F,D,D,24000,95994,358,FT,C,TB,14000,16000,9,Jan-60,T,CALDER RACE COURSE,FL,Y,279944,10,5808,416185
CD,21-Nov-04,8,USA,NW1       X,C,ALW,3U,B,N,800,F,D,D,50600,249756,408,GD,L,TB,0,0,9,Jan-60,T,CHURCHILL DOWNS,KY,Y,708740,12,8197,789079
CRC,21-Nov-04,10,USA,C,C,CLM,3U,,N,500,F,D,D,13000,120431,425,FT,C,TB,14000,16000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,359310,7,5808,416185
CD,21-Nov-04,9,USA,,C,STK,3U,,Y,900,F,T,T,150000,369656,439,YL,L,TB,0,0,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,1005903,13,8197,789079
CRC,21-Nov-04,11,USA,,C,MCL,2,,N,600,F,D,D,18000,119287,453,FT,C,TB,35000,40000,8,Jan-60,T,CALDER RACE COURSE,FL,Y,474971,8,5808,416185
CD,21-Nov-04,10,USA,,C,MSW,2,,N,600,F,D,D,47000,275589,507,GD,L,TB,0,0,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,1000594,16,8197,789079
CRC,22-Nov-04,1,USA,,C,MCL,2,F,N,550,F,D,D,7500,34734,1227,FT,C,TB,12500,12500,7,Jan-60,T,CALDER RACE COURSE,FL,Y,107771,9,2880,255632
CRC,22-Nov-04,2,USA,NW2     L,C,CLM,3U,B,N,550,F,D,D,8000,38130,1252,FT,C,TB,9000,10000,6,Jan-60,T,CALDER RACE COURSE,FL,Y,160717,7,2880,255632
CRC,22-Nov-04,3,USA,,C,CLM,2,F,N,700,F,D,D,24000,53456,119,FT,C,TB,45000,50000,6,Jan-60,T,CALDER RACE COURSE,FL,Y,182750,6,2880,255632
CRC,22-Nov-04,4,USA,NW3       X,C,AOC,3U,B,N,850,F,T,T,28000,103885,148,FM,C,TB,35000,40000,9,Jan-60,T,CALDER RACE COURSE,FL,Y,304693,12,2880,255632
CRC,22-Nov-04,5,USA,,C,CLM,3U,B,N,800,F,D,D,8000,91773,217,FT,C,TB,7000,8000,8,Jan-60,T,CALDER RACE COURSE,FL,Y,336779,8,2880,255632
CRC,22-Nov-04,6,USA,NW1       X,C,ALW,2,,N,800,F,D,D,24000,141167,243,FT,C,TB,0,0,6,Jan-60,T,CALDER RACE COURSE,FL,Y,380344,6,2880,255632
CRC,22-Nov-04,7,USA,,C,MSW,2,F,N,850,F,T,T,23000,86411,311,FM,C,TB,0,0,10,Jan-60,T,CALDER RACE COURSE,FL,Y,322953,14,2880,255632
CRC,22-Nov-04,8,USA,NW2     L,C,CLM,3U,B,N,850,F,D,D,8000,66926,339,FT,C,TB,9000,10000,6,Jan-60,T,CALDER RACE COURSE,FL,Y,247879,7,2880,255632
CRC,22-Nov-04,9,USA,NW2     L,C,CLM,3U,B,N,550,F,D,D,17000,98597,407,FT,C,TB,22500,25000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,275572,7,2880,255632
CRC,22-Nov-04,10,USA,NW2     L,C,CLM,3U,B,N,800,F,D,D,12000,110768,436,FT,C,TB,14000,16000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,410184,7,2880,255632
CD,24-Nov-04,1,USA,,C,MCL,2,F,N,700,F,D,D,16000,121810,1241,MY,L,TB,15000,15000,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,348882,16,5017,646364
CD,24-Nov-04,2,USA,,C,CLM,2,,N,700,F,D,D,28000,185255,109,MY,L,TB,35000,40000,10,Jan-60,T,CHURCHILL DOWNS,KY,Y,630613,10,5017,646364
CD,24-Nov-04,3,USA,,C,MCL,3U,B,N,800,F,D,D,16500,178795,139,MY,L,TB,15000,15000,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,625976,16,5017,646364
CD,24-Nov-04,4,USA,,C,CLM,3U,,N,800,F,D,D,38000,204000,207,MY,L,TB,35000,40000,10,Jan-60,T,CHURCHILL DOWNS,KY,Y,680400,17,5017,646364
CD,24-Nov-04,5,USA,,C,MCL,3U,,N,600,F,D,D,16000,240872,237,MY,L,TB,15000,15000,12,Jan-60,T,CHURCHILL DOWNS,KY,Y,743408,16,5017,646364
CD,24-Nov-04,6,USA,,C,CLM,3U,,N,650,F,D,D,24000,273015,306,MY,L,TB,12500,15000,10,Jan-60,T,CHURCHILL DOWNS,KY,Y,843574,14,5017,646364
CD,24-Nov-04,7,USA,NW2$  RT6MX,C,ALW,3U,B,N,850,F,D,D,68300,199107,336,MY,L,TB,0,0,5,Jan-60,T,CHURCHILL DOWNS,KY,Y,398555,13,5017,646364
CD,24-Nov-04,8,USA,NW3$      X,C,AOC,3U,,N,700,F,D,D,59200,252870,408,MY,L,TB,80000,80000,10,Jan-60,T,CHURCHILL DOWNS,KY,Y,760237,12,5017,646364
