"track_id","race_date","race_number","country","conditions_of_race","status","race_type","age_restriction","sex_restriction","stakes_indicator","distance_id","distance_unit","surface","course_type","purse_usa","wps_pool","post_time","track_condition","weather","breed_type","minimum_claim_price","maximum_claim_price","number_of_runners","track_type","state","active_indicator","handle","num_start","race_time"
"CRC","6-Nov-04",1,"USA",,"C","MCL",2,"F","N",650,"F","D","D",10000,55817,1226,"FT","O","TB",14000,16000,6,"T","FL","Y",171610,7,"12:26"
"CD","6-Nov-04",1,"USA",,"C","MSW","3U",,"N",600,"F","D","D",47000,168575,1242,"FT","C","TB",0,0,9,"T","KY","Y",475504,9,"12:42"
"CRC","6-Nov-04",2,"USA","NW2     L","C","CLM","3U",,"N",700,"F","D","D",8000,65845,1251,"FT","O","TB",9000,10000,6,"T","FL","Y",242374,9,"12:51"
"CD","6-Nov-04",2,"USA","NW1       X","C","ALW","3U",,"N",900,"F","D","D",50600,118726,108,"FT","C","TB",0,0,5,"T","KY","Y",378473,6,"13:08"
"CRC","6-Nov-04",3,"USA",,"C","MSW",2,,"N",500,"F","D","D",23000,84808,118,"FT","O","TB",0,0,6,"T","FL","Y",279080,7,"13:18"
"CD","6-Nov-04",3,"USA","NW2     L","C","CLM","3U","B","N",650,"F","D","D",23000,268462,138,"FT","C","TB",25000,30000,9,"T","KY","Y",783960,9,"13:38"
"CRC","6-Nov-04",4,"USA","NW2     L","C","CLM","3U",,"N",850,"F","D","D",8000,118555,143,"WF","O","TB",9000,10000,9,"T","FL","Y",356747,9,"13:43"
"CD","6-Nov-04",4,"USA","NW1       X","C","ALW",2,,"N",600,"F","D","D",49400,292581,207,"FT","C","TB",0,0,7,"T","KY","Y",884745,7,"14:07"
"CRC","6-Nov-04",5,"USA",,"C","STK","3U","B","Y",850,"F","T","T",40000,112695,210,"GD","O","TB",0,0,9,"T","FL","Y",333021,12,"14:10"
"CD","6-Nov-04",5,"USA",,"C","CLM","3U",,"N",500,"F","T","T",42000,290450,237,"FM","C","TB",45000,50000,10,"T","KY","Y",908764,11,"14:37"
"CRC","6-Nov-04",6,"USA","NW2     L","C","CLM",2,,"N",550,"F","D","D",10000,121322,239,"WF","O","TB",12500,12500,10,"T","FL","Y",375780,12,"14:39"
"CD","6-Nov-04",6,"USA","NW2     L","C","CLM","3U",,"N",700,"F","D","D",16500,313867,306,"FT","C","TB",10000,10000,12,"T","KY","Y",1131506,13,"15:06"
"CRC","6-Nov-04",7,"USA","NW1       X","C","AOC","3U",,"N",700,"F","D","D",24000,109119,306,"WF","O","TB",14000,16000,9,"T","FL","Y",342907,10,"15:06"
"CRC","6-Nov-04",8,"USA",,"C","STK","3U","B","Y",850,"F","T","T",40000,138601,331,"GD","O","TB",0,0,11,"T","FL","Y",405429,12,"15:31"
"CD","6-Nov-04",7,"USA",,"C","MSW",2,,"N",700,"F","D","D",47000,316680,335,"FT","C","TB",0,0,12,"T","KY","Y",939865,15,"15:35"
"CRC","6-Nov-04",9,"USA","NW2       X","C","ALW","3U",,"N",800,"F","D","D",26000,120718,358,"WF","O","TB",0,0,7,"T","FL","Y",360063,8,"15:58"
"CD","6-Nov-04",8,"USA",,"C","STK",2,"F","Y",800,"F","D","D",100000,300930,404,"FT","C","TB",0,0,7,"T","KY","Y",804333,8,"16:04"
"CRC","6-Nov-04",10,"USA",,"C","MSW",2,,"N",700,"F","D","D",23000,141437,426,"WF","O","TB",0,0,8,"T","FL","Y",453401,8,"16:26"
"CD","6-Nov-04",9,"USA","NW2$    3MX","C","ALW","3U","B","N",600,"F","D","D",67100,229490,432,"FT","C","TB",0,0,7,"T","KY","Y",624182,8,"16:32"
"CRC","6-Nov-04",11,"USA","C","C","CLM","3U",,"N",500,"F","D","D",10000,139299,452,"SY","O","TB",9000,10000,7,"T","FL","Y",411597,8,"16:52"
"CD","6-Nov-04",10,"USA",,"C","STK",2,,"Y",800,"F","D","D",100000,403047,501,"FT","C","TB",0,0,7,"T","KY","Y",1004457,7,"17:01"
"CRC","6-Nov-04",12,"USA","C","C","CLM","3U","B","N",600,"F","D","D",13000,121675,519,"SY","O","TB",14000,16000,8,"T","FL","Y",495209,9,"17:19"
"CD","6-Nov-04",11,"USA",,"C","MSW",2,,"N",850,"F","T","T",48200,349235,527,"FM","C","TB",0,0,12,"T","KY","Y",1424814,18,"17:27"
"CRC","7-Nov-04",1,"USA","NW2     L","C","CLM","3U","B","N",850,"F","D","D",8000,41538,1225,"FT","C","TB",9000,10000,7,"T","FL","Y",117318,7,"12:25"
"CD","7-Nov-04",1,"USA",,"C","MSW",2,"F","N",700,"F","D","D",47000,172942,1245,"FT","C","TB",0,0,10,"T","KY","Y",480519,11,"12:45"
"CRC","7-Nov-04",2,"USA",,"C","MCL",34,"F","N",550,"F","D","D",7500,56145,1252,"FT","C","TB",12500,12500,7,"T","FL","Y",200761,7,"12:52"
"CD","7-Nov-04",2,"USA","NW1       X","C","ALW","3U","B","N",900,"F","D","D",50600,159374,110,"FT","C","TB",0,0,6,"T","KY","Y",442032,6,"13:10"
"CRC","7-Nov-04",3,"USA",,"C","MSW",2,"F","N",700,"F","D","D",23000,65943,117,"FT","C","TB",0,0,5,"T","FL","Y",152195,8,"13:17"
"CD","7-Nov-04",3,"USA","NW1       X","C","ALW",2,"F","N",600,"F","D","D",49400,209070,138,"FT","C","TB",0,0,8,"T","KY","Y",665365,8,"13:38"
"CRC","7-Nov-04",4,"USA","NW1       X","C","AOC","3U","B","N",650,"F","D","D",24000,68414,143,"FT","C","TB",14000,16000,7,"T","FL","Y",201982,7,"13:43"
"CD","7-Nov-04",4,"USA",,"C","MSW","3U","B","N",600,"F","D","D",47000,249553,208,"FT","C","TB",0,0,12,"T","KY","Y",795377,13,"14:08"
"CRC","7-Nov-04",5,"USA","NW2     L","C","ALW","3U","B","N",850,"F","D","D",24000,71741,210,"FT","C","TB",0,0,7,"T","FL","Y",210127,7,"14:10"
"CD","7-Nov-04",5,"USA","NW1       X","C","ALW","3U",,"N",700,"F","D","D",49400,297237,237,"FT","C","TB",0,0,10,"T","KY","Y",864606,10,"14:37"
"CRC","7-Nov-04",6,"USA",,"C","MCL",34,,"N",650,"F","D","D",15000,51276,238,"FT","C","TB",22500,25000,7,"T","FL","Y",175077,7,"14:38"
"CRC","7-Nov-04",7,"USA","C","C","CLM","3U",,"N",550,"F","D","D",13000,72244,306,"FT","C","TB",14000,16000,11,"T","FL","Y",234586,11,"15:06"
"CD","7-Nov-04",6,"USA",,"C","MSW",2,"F","N",850,"F","T","T",48200,285460,308,"FM","C","TB",0,0,12,"T","KY","Y",875069,16,"15:08"
"CRC","7-Nov-04",8,"USA","NW3       X","C","AOC","3U",,"N",900,"F","T","T",28000,101720,333,"GD","C","TB",35000,40000,10,"T","FL","Y",303638,11,"15:33"
"CD","7-Nov-04",7,"USA","NW2       X","C","ALW","3U",,"N",600,"F","D","D",53700,334065,338,"FT","C","TB",0,0,11,"T","KY","Y",913366,11,"15:38"
"CRC","7-Nov-04",9,"USA","NW2     L","C","CLM","3U",,"N",550,"F","D","D",8000,83453,359,"FT","C","TB",9000,10000,11,"T","FL","Y",293931,11,"15:59"
"CD","7-Nov-04",8,"USA","NW2$    3MX","C","ALW","3U",,"N",600,"F","D","D",67100,302105,408,"FT","C","TB",0,0,8,"T","KY","Y",790194,8,"16:08"
"CRC","7-Nov-04",10,"USA","C","C","CLM","3U",,"N",800,"F","D","D",17000,97030,425,"FT","C","TB",22500,25000,7,"T","FL","Y",256133,7,"16:25"
"CD","7-Nov-04",9,"USA","NW2       X","C","ALW","3U","B","N",800,"F","T","T",54900,293371,437,"FM","C","TB",0,0,12,"T","KY","Y",781268,16,"16:37"
"CRC","7-Nov-04",11,"USA",,"C","MCL",2,"F","N",650,"F","D","D",15000,122101,453,"FT","C","TB",22500,25000,7,"T","FL","Y",395260,8,"16:53"
"CD","7-Nov-04",10,"USA",,"C","STK","3U","B","Y",800,"F","D","D",200000,432306,507,"FT","C","TB",0,0,12,"T","KY","Y",1112290,12,"17:07"
"CD","7-Nov-04",11,"USA",,"C","MSW",2,"F","N",850,"F","T","T",48200,249252,535,"FM","C","TB",0,0,12,"T","KY","Y",1080230,16,"17:35"
"CRC","8-Nov-04",1,"USA",,"C","MCL",34,,"N",850,"F","D","D",15000,39900,1225,"FT","C","TB",22500,25000,6,"T","FL","Y",126273,6,"12:25"
"CRC","8-Nov-04",2,"USA","NW2       X","C","AOC","3U","B","N",850,"F","T","T",26000,72283,1254,"FM","C","TB",22500,25000,8,"T","FL","Y",247639,9,"12:54"
"CRC","8-Nov-04",3,"USA",,"C","MCL",34,,"N",550,"F","D","D",7500,67631,121,"FT","C","TB",12500,12500,7,"T","FL","Y",225181,9,"13:21"
"CRC","8-Nov-04",4,"USA",,"C","MCL",34,,"N",850,"F","D","D",7500,96648,149,"FT","C","TB",12500,12500,9,"T","FL","Y",303148,10,"13:49"
"CRC","8-Nov-04",5,"USA",,"C","MSW",34,,"N",850,"F","T","T",23000,115032,218,"FM","C","TB",0,0,10,"T","FL","Y",355727,12,"14:18"
"CRC","8-Nov-04",6,"USA",,"C","CLM","3U","B","N",800,"F","D","D",7500,74096,245,"FT","C","TB",6250,6250,8,"T","FL","Y",262139,8,"14:45"
"CRC","8-Nov-04",7,"USA","NW2     L","C","CLM","3U","B","N",550,"F","D","D",17000,94647,313,"FT","C","TB",22500,25000,6,"T","FL","Y",295362,6,"15:13"
"CRC","8-Nov-04",8,"USA",,"C","CLM","3U","B","N",500,"F","D","D",10000,101595,341,"FT","C","TB",9000,10000,8,"T","FL","Y",305210,8,"15:41"
"CRC","8-Nov-04",9,"USA",,"C","MCL",2,,"N",600,"F","D","D",7500,95422,409,"FT","C","TB",12500,12500,9,"T","FL","Y",378709,11,"16:09"
"CD","10-Nov-04",1,"USA","NW3     L","C","CLM","3U","B","N",700,"F","D","D",20000,100397,1241,"FT","L","TB",17500,20000,10,"T","KY","Y",282389,10,"12:41"
"CD","10-Nov-04",2,"USA",,"C","CLM","3U",,"N",700,"F","D","D",42000,137683,109,"FT","L","TB",45000,50000,8,"T","KY","Y",422997,8,"13:09"
"CD","10-Nov-04",3,"USA","NW3     L","C","CLM","3U",,"N",850,"F","D","D",17000,162077,139,"FT","L","TB",10000,10000,11,"T","KY","Y",518248,11,"13:39"
"CD","10-Nov-04",4,"USA","NW1       X","C","ALW","3U","B","N",700,"F","D","D",49400,177774,207,"FT","L","TB",0,0,8,"T","KY","Y",673230,8,"14:07"
"CD","10-Nov-04",5,"USA",,"C","MCL","3U",,"N",850,"F","D","D",16500,179364,237,"FT","L","TB",15000,15000,12,"T","KY","Y",560479,16,"14:37"
"CD","10-Nov-04",6,"USA",,"C","CLM","3U","B","N",650,"F","D","D",19500,185930,306,"FT","L","TB",9000,10000,10,"T","KY","Y",664524,12,"15:06"
"CD","10-Nov-04",7,"USA",,"C","MSW","3U",,"N",800,"F","T","T",48200,198243,337,"FM","C","TB",0,0,10,"T","KY","Y",647410,14,"15:37"
"CD","10-Nov-04",8,"USA","NW2     L","C","CLM","3U",,"N",800,"F","D","D",23500,235702,409,"FT","L","TB",25000,30000,12,"T","KY","Y",758871,13,"16:09"
"CD","10-Nov-04",9,"USA","NW2       X","C","ALW","3U",,"N",800,"F","T","T",54900,233640,438,"FM","L","TB",0,0,10,"T","KY","Y",779615,14,"16:38"
"CD","10-Nov-04",10,"USA",,"C","MCL",2,"F","N",600,"F","D","D",20000,192000,508,"FT","L","TB",25000,30000,12,"T","KY","Y",1079254,16,"17:08"
"CRC","11-Nov-04",1,"USA",,"C","MSW",34,"F","N",550,"F","D","D",23000,45154,1226,"FT","L","TB",0,0,7,"T","FL","Y",139025,7,"12:26"
"CD","11-Nov-04",1,"USA",,"C","MCL",2,"F","N",700,"F","D","D",24000,113837,1241,"SY","R","TB",45000,50000,12,"T","KY","Y",323931,14,"12:41"
"CRC","11-Nov-04",2,"USA",,"C","CLM",3,"F","N",850,"F","T","T",17000,67509,1252,"FM","L","TB",22500,25000,8,"T","FL","Y",244192,13,"12:52"
"CD","11-Nov-04",2,"USA",,"C","STR","3U",,"N",600,"F","D","D",26500,121630,109,"SY","R","TB",0,15000,7,"T","KY","Y",413693,8,"13:09"
"CRC","11-Nov-04",3,"USA",,"C","MCL",2,"F","N",500,"F","D","D",7500,92614,120,"FT","L","TB",12500,12500,7,"T","FL","Y",295825,7,"13:20"
"CD","11-Nov-04",3,"USA",,"C","CLM","3U","B","N",600,"F","D","D",29000,179061,138,"SY","R","TB",17500,20000,8,"T","KY","Y",540458,9,"13:38"
"CRC","11-Nov-04",4,"USA",,"C","CLM","3U",,"N",650,"F","D","D",7000,110241,147,"FT","L","TB",5000,5000,9,"T","FL","Y",334443,10,"13:47"
"CD","11-Nov-04",4,"USA",,"C","STR","3U","B","N",850,"F","D","D",36500,156651,207,"SY","R","TB",0,25000,6,"T","KY","Y",474683,14,"14:07"
"CRC","11-Nov-04",5,"USA","NW1       X","C","AOC","3U",,"N",900,"F","T","T",24000,114985,215,"FM","L","TB",14000,16000,8,"T","FL","Y",349349,13,"14:15"
"CD","11-Nov-04",5,"USA",,"C","MCL",2,,"N",850,"F","D","D",16500,167490,237,"SY","R","TB",15000,15000,11,"T","KY","Y",512025,16,"14:37"
"CRC","11-Nov-04",6,"USA","NW2     L","C","CLM","3U","B","N",550,"F","D","D",8000,102998,243,"FT","L","TB",9000,10000,7,"T","FL","Y",309508,8,"14:43"
"CD","11-Nov-04",6,"USA",,"C","CLM","3U",,"N",850,"F","D","D",17000,202842,306,"SY","R","TB",7000,8000,12,"T","KY","Y",639597,15,"15:06"
"CRC","11-Nov-04",7,"USA","C","C","CLM","3U","B","N",550,"F","D","D",10000,103834,311,"FT","L","TB",9000,10000,8,"T","FL","Y",296599,10,"15:11"
"CD","11-Nov-04",7,"USA",,"C","MSW","3U","B","N",800,"F","D","D",48200,197741,336,"SY","R","TB",0,0,10,"T","KY","Y",574238,14,"15:36"
"CRC","11-Nov-04",8,"USA",,"C","CLM",2,,"N",850,"F","D","D",15000,97098,340,"FT","L","TB",18000,20000,10,"T","FL","Y",295424,10,"15:40"
"CRC","11-Nov-04",9,"USA","NW1       X","C","AOC","3U","B","N",550,"F","D","D",24000,84106,407,"FT","L","TB",14000,16000,7,"T","FL","Y",233403,7,"16:07"
"CD","11-Nov-04",8,"USA","NW3     L","C","CLM","3U",,"N",700,"F","D","D",20000,155979,408,"SY","R","TB",17500,20000,9,"T","KY","Y",512182,14,"16:08"
"CRC","11-Nov-04",10,"USA",,"C","MCL",2,"F","N",600,"F","D","D",7500,93943,436,"FT","L","TB",12500,12500,8,"T","FL","Y",344734,9,"16:36"
"CD","11-Nov-04",9,"USA","NW2       X","C","ALW","3U",,"N",850,"F","D","D",54900,177910,438,"SY","R","TB",0,0,6,"T","KY","Y",463729,10,"16:38"
"CD","11-Nov-04",10,"USA",,"C","MSW",2,,"N",800,"F","D","D",48200,262573,508,"SY","R","TB",0,0,11,"T","KY","Y",926422,12,"17:08"
"CRC","12-Nov-04",1,"USA",,"C","MCL",2,"F","N",600,"F","D","D",18000,44568,1226,"FT","C","TB",35000,40000,5,"T","FL","Y",95339,6,"12:26"
"CD","12-Nov-04",1,"USA",,"C","CLM","3U",,"N",800,"F","D","D",24500,95587,1241,"FT","L","TB",12500,15000,8,"T","KY","Y",284603,8,"12:41"
"CRC","12-Nov-04",2,"USA",,"C","CLM",2,,"N",850,"F","T","T",22000,79430,1253,"FM","C","TB",35000,40000,8,"T","FL","Y",300276,10,"12:53"
"CD","12-Nov-04",2,"USA",,"C","CLM",2,,"N",800,"F","D","D",32500,132145,109,"FT","L","TB",45000,50000,7,"T","KY","Y",442214,7,"13:09"
"CRC","12-Nov-04",3,"USA",,"C","CLM","3U","B","N",700,"F","D","D",8000,98702,119,"FT","C","TB",7000,8000,6,"T","FL","Y",299258,6,"13:19"
"CD","12-Nov-04",3,"USA",,"C","CLM","3U","B","N",600,"F","D","D",37000,186932,138,"FT","L","TB",35000,40000,7,"T","KY","Y",511495,8,"13:38"
"CRC","12-Nov-04",4,"USA","NW2     L","C","CLM","3U",,"N",700,"F","D","D",12000,95786,147,"FT","C","TB",14000,16000,6,"T","FL","Y",285727,7,"13:47"
"CD","12-Nov-04",4,"USA",,"C","STR","3U",,"N",850,"F","D","D",36500,150262,207,"FT","C","TB",0,25000,7,"T","KY","Y",423981,15,"14:07"
"CRC","12-Nov-04",5,"USA",,"C","CLM",2,"F","N",850,"F","T","T",22000,116506,215,"FM","C","TB",35000,40000,8,"T","FL","Y",361009,8,"14:15"
"CD","12-Nov-04",5,"USA",,"C","MCL",2,"F","N",850,"F","D","D",16500,208984,237,"FT","L","TB",15000,15000,12,"T","KY","Y",664384,15,"14:37"
"CRC","12-Nov-04",6,"USA",,"C","MCL",2,,"N",700,"F","D","D",10000,83775,243,"FT","C","TB",14000,16000,8,"T","FL","Y",257365,8,"14:43"
"CD","12-Nov-04",6,"USA",,"C","CLM","3U",,"N",700,"F","D","D",19500,228429,307,"FT","L","TB",9000,10000,12,"T","KY","Y",728222,13,"15:07"
"CRC","12-Nov-04",7,"USA",,"C","CLM",2,"F","N",800,"F","D","D",11000,83156,311,"FT","C","TB",10500,12500,8,"T","FL","Y",245555,9,"15:11"
"CD","12-Nov-04",7,"USA",,"C","CLM","3U","B","N",850,"F","D","D",17000,211051,336,"FT","L","TB",7000,8000,11,"T","KY","Y",622046,16,"15:36"
"CRC","12-Nov-04",8,"USA","C","C","CLM","3U","B","N",700,"F","D","D",10000,89634,339,"FT","C","TB",9000,10000,9,"T","FL","Y",252975,9,"15:39"
"CRC","12-Nov-04",9,"USA",,"C","CLM",2,"F","N",550,"F","D","D",22000,70974,407,"FT","C","TB",35000,40000,5,"T","FL","Y",144278,6,"16:07"
"CD","12-Nov-04",8,"USA","NW2     L","C","CLM","3U",,"N",600,"F","D","D",20000,221047,408,"FT","L","TB",17500,20000,12,"T","KY","Y",699598,16,"16:08"
"CRC","12-Nov-04",10,"USA",,"C","MCL",34,"F","N",700,"F","D","D",7500,141531,435,"FT","C","TB",12500,12500,10,"T","FL","Y",490030,10,"16:35"
"CD","12-Nov-04",9,"USA","NW3$      X","C","AOC","3U","B","N",850,"F","D","D",60400,147231,439,"FT","L","TB",80000,80000,4,"T","KY","Y",305095,8,"16:39"
"CD","12-Nov-04",10,"USA",,"C","MCL",2,,"N",700,"F","D","D",24000,279600,507,"FT","L","TB",45000,50000,11,"T","KY","Y",1017139,16,"17:07"
"CRC","13-Nov-04",1,"USA","C","C","CLM","3U",,"N",800,"F","D","D",13000,59822,1200,"FT","C","TB",14000,16000,7,"T","FL","Y",194371,7,"12:00"
"CRC","13-Nov-04",2,"USA",,"C","MSW",2,"F","N",600,"F","D","D",23000,98215,1227,"FT","C","TB",0,0,10,"T","FL","Y",382077,10,"12:27"
"CD","13-Nov-04",1,"USA",,"C","CLM","3U",,"N",600,"F","D","D",29000,171690,1241,"FT","C","TB",17500,20000,8,"T","KY","Y",470145,8,"12:41"
"CRC","13-Nov-04",3,"USA","NW1       X","C","AOC","3U",,"N",550,"F","D","D",24000,109216,1253,"FT","C","TB",14000,16000,12,"T","FL","Y",350598,12,"12:53"
"CD","13-Nov-04",2,"USA",,"C","STR","3U",,"N",900,"F","D","D",25000,201107,108,"FT","C","TB",0,8000,7,"T","KY","Y",618394,7,"13:08"
"CRC","13-Nov-04",4,"USA",,"C","MSW",2,,"N",600,"F","D","D",23000,157460,119,"FT","C","TB",0,0,9,"T","FL","Y",502527,10,"13:19"
"CD","13-Nov-04",3,"USA",,"C","MCL","3U",,"N",600,"F","D","D",20000,248755,138,"FT","C","TB",25000,30000,11,"T","KY","Y",833836,12,"13:38"
"CRC","13-Nov-04",5,"USA",,"C","STK",2,"F","Y",700,"F","D","D",150000,163102,144,"FT","C","TB",0,0,6,"T","FL","Y",503435,7,"13:44"
"CD","13-Nov-04",4,"USA","NW3$      X","C","AOC","3U",,"N",850,"F","D","D",60400,268488,207,"FT","C","TB",80000,80000,7,"T","KY","Y",789598,9,"14:07"
"CRC","13-Nov-04",6,"USA",,"C","STK",2,"F","Y",850,"F","T","T",100000,252046,211,"FM","C","TB",0,0,12,"T","FL","Y",718689,12,"14:11"
"CRC","13-Nov-04",7,"USA",,"C","STK","3U","B","Y",850,"F","D","D",200000,165956,236,"FT","C","TB",0,0,6,"T","FL","Y",455510,8,"14:36"
"CD","13-Nov-04",5,"USA","NW1       X","C","ALW","3U",,"N",900,"F","T","T",50600,322534,237,"GD","C","TB",0,0,12,"T","KY","Y",971045,18,"14:37"
"CRC","13-Nov-04",8,"USA",,"C","STK",2,,"Y",700,"F","D","D",150000,264438,302,"FT","C","TB",0,0,9,"T","FL","Y",828634,10,"15:02"
"CD","13-Nov-04",6,"USA",,"C","MSW",2,"F","N",500,"F","D","D",47000,284444,307,"FT","C","TB",0,0,12,"T","KY","Y",845041,16,"15:07"
"CRC","13-Nov-04",9,"USA",,"C","STK","3U",,"Y",900,"F","T","T",150000,297914,329,"FM","C","TB",0,0,9,"T","FL","Y",816406,10,"15:29"
"CD","13-Nov-04",7,"USA",,"C","STK","3U","B","Y",500,"F","T","T",70800,324944,336,"GD","C","TB",0,0,11,"T","KY","Y",947056,16,"15:36"
"CRC","13-Nov-04",10,"USA",,"C","STK","3U",,"Y",900,"F","D","D",200000,251658,355,"FT","C","TB",0,0,7,"T","FL","Y",720144,7,"15:55"
"CD","13-Nov-04",8,"USA","NW1       X","C","ALW",2,,"N",850,"F","D","D",50600,379206,408,"FT","C","TB",0,0,8,"T","KY","Y",1003856,8,"16:08"
"CRC","13-Nov-04",11,"USA",,"C","STK","3U",,"Y",600,"F","D","D",150000,300478,422,"FT","C","TB",0,0,10,"T","FL","Y",801836,10,"16:22"
"CD","13-Nov-04",9,"USA",,"C","STK",3,"F","Y",850,"F","T","T",150000,444860,440,"GD","C","TB",0,0,10,"T","KY","Y",1161583,11,"16:40"
"CRC","13-Nov-04",12,"USA",,"C","STK",2,,"Y",850,"F","T","T",100000,236752,449,"FM","C","TB",0,0,8,"T","FL","Y",836258,11,"16:49"
"CD","13-Nov-04",10,"USA",,"C","MSW",2,,"N",650,"F","D","D",47000,380629,507,"FT","C","TB",0,0,12,"T","KY","Y",1371049,14,"17:07"
"CRC","13-Nov-04",13,"USA","C","C","CLM","3U",,"N",850,"F","D","D",10000,140301,516,"FT","C","TB",9000,10000,9,"T","FL","Y",493876,10,"17:16"
"CRC","14-Nov-04",1,"USA","C","C","CLM","3U","B","N",700,"F","D","D",13000,55828,1225,"FT","L","TB",14000,16000,6,"T","FL","Y",151597,6,"12:25"
"CD","14-Nov-04",1,"USA","NW2     L","C","CLM","3U","B","N",600,"F","D","D",20000,130183,1241,"FT","C","TB",17500,20000,12,"T","KY","Y",375853,13,"12:41"
"CRC","14-Nov-04",2,"USA",,"C","MCL",2,"F","N",600,"F","D","D",10000,67262,1251,"FT","L","TB",14000,16000,8,"T","FL","Y",246995,9,"12:51"
"CD","14-Nov-04",2,"USA",,"C","MSW","3U",,"N",800,"F","D","D",48200,146815,110,"FT","C","TB",0,0,7,"T","KY","Y",543461,8,"13:10"
"CRC","14-Nov-04",3,"USA",,"C","MCL",34,,"N",700,"F","D","D",7500,81367,117,"FT","L","TB",12500,12500,7,"T","FL","Y",284688,7,"13:17"
"CD","14-Nov-04",3,"USA","NW2     L","C","CLM","3U","B","N",850,"F","D","D",17000,182356,138,"FT","C","TB",10000,10000,12,"T","KY","Y",591240,12,"13:38"
"CRC","14-Nov-04",4,"USA","NW2       X","C","AOC","3U",,"N",900,"F","T","T",26000,127279,144,"GD","L","TB",22500,25000,12,"T","FL","Y",341111,14,"13:44"
"CD","14-Nov-04",4,"USA",,"C","MSW",2,,"N",500,"F","D","D",47000,230169,207,"FT","C","TB",0,0,11,"T","KY","Y",738893,15,"14:07"
"CRC","14-Nov-04",5,"USA","NW1       X","C","AOC","3U","B","N",850,"F","D","D",24000,79739,211,"FT","O","TB",14000,16000,7,"T","FL","Y",248785,7,"14:11"
"CD","14-Nov-04",5,"USA","NW1       X","C","ALW","3U","B","N",900,"F","T","T",50600,267753,237,"FM","C","TB",0,0,12,"T","KY","Y",791663,16,"14:37"
"CRC","14-Nov-04",6,"USA",,"C","MCL",2,,"N",500,"F","D","D",17000,62515,238,"FT","O","TB",30000,32000,7,"T","FL","Y",196867,7,"14:38"
"CRC","14-Nov-04",7,"USA",,"C","CLM",2,,"N",600,"F","D","D",17000,78393,304,"SY","O","TB",22500,25000,7,"T","FL","Y",246366,8,"15:04"
"CD","14-Nov-04",6,"USA","NW2     L","C","CLM","3U",,"N",900,"F","D","D",17000,212411,306,"FT","C","TB",10000,10000,12,"T","KY","Y",709970,16,"15:06"
"CRC","14-Nov-04",8,"USA","NW1       X","C","AOC","3U",,"N",850,"F","D","D",24000,77080,331,"SY","O","TB",14000,16000,7,"T","FL","Y",222879,7,"15:31"
"CD","14-Nov-04",7,"USA",,"C","STK","3U",,"Y",500,"F","T","T",70800,267831,337,"FM","C","TB",0,0,12,"T","KY","Y",765121,14,"15:37"
"CRC","14-Nov-04",9,"USA",,"C","MCL",2,"F","N",500,"F","D","D",17000,91625,359,"SY","O","TB",30000,32000,7,"T","FL","Y",251839,7,"15:59"
"CD","14-Nov-04",8,"USA","NW3$      X","C","AOC","3U","B","N",650,"F","D","D",59200,279623,408,"FT","C","TB",80000,80000,10,"T","KY","Y",766350,13,"16:08"
"CRC","14-Nov-04",10,"USA","C","C","CLM","3U",,"N",600,"F","D","D",10000,117128,425,"SY","O","TB",9000,10000,9,"T","FL","Y",354564,10,"16:25"
"CD","14-Nov-04",9,"USA",,"C","STK",3,,"Y",850,"F","T","T",150000,368733,439,"FM","C","TB",0,0,10,"T","KY","Y",1004602,11,"16:39"
"CRC","14-Nov-04",11,"USA",,"C","MCL",2,,"N",850,"F","D","D",7500,125473,452,"SY","O","TB",12500,12500,9,"T","FL","Y",425818,10,"16:52"
"CD","14-Nov-04",10,"USA",,"C","MSW",2,"F","N",650,"F","D","D",47000,292412,507,"FT","C","TB",0,0,12,"T","KY","Y",1123015,16,"17:07"
"CRC","15-Nov-04",1,"USA",,"C","CLM",2,"F","N",600,"F","D","D",17000,41896,1225,"FT","C","TB",22500,25000,6,"T","FL","Y",121025,6,"12:25"
"CRC","15-Nov-04",2,"USA",,"C","MSW",2,"F","N",850,"F","D","D",23000,68092,1252,"FT","C","TB",0,0,10,"T","FL","Y",237042,14,"12:52"
"CRC","15-Nov-04",3,"USA","NW2     L","C","ALW","3U",,"N",700,"F","D","D",24000,83223,119,"FT","C","TB",0,0,6,"T","FL","Y",249162,6,"13:19"
"CRC","15-Nov-04",4,"USA",,"C","MCL",2,,"N",500,"F","D","D",7500,113485,147,"FT","C","TB",12500,12500,7,"T","FL","Y",382117,7,"13:47"
"CRC","15-Nov-04",5,"USA","NW2     L","C","ALW","3U","B","N",850,"F","D","D",24000,117269,216,"FT","C","TB",0,0,9,"T","FL","Y",373139,14,"14:16"
"CRC","15-Nov-04",6,"USA",,"C","MSW",34,,"N",550,"F","D","D",23000,115829,244,"FT","C","TB",0,0,7,"T","FL","Y",376182,8,"14:44"
"CRC","15-Nov-04",7,"USA","C","C","CLM","3U",,"N",550,"F","D","D",17000,104622,311,"FT","C","TB",22500,25000,7,"T","FL","Y",361482,7,"15:11"
"CRC","15-Nov-04",8,"USA",,"C","CLM","3U",,"N",850,"F","D","D",7500,90562,339,"FT","C","TB",6250,6250,10,"T","FL","Y",314388,10,"15:39"
"CRC","15-Nov-04",9,"USA","NW2     L","C","CLM","3U",,"N",850,"F","D","D",17000,67972,408,"FT","C","TB",22500,25000,7,"T","FL","Y",227382,7,"16:08"
